"","aou","statebcr","meanabund","centroid_diff"
"2915",7190,82027,2.03703703703704,3.4109719972038
"2916",7190,82028,1.53846153846154,13.4501583956619
"2917",7190,83018,2.49664429530201,22.1982109699442
"2918",7190,83019,12.0119760479042,40.9140821938977
"2919",7190,83020,29.6297872340426,37.097144235264
"2920",7190,83021,8.36075949367089,14.8594909604036
"2921",7190,83025,2.25,5.25973579575061
"2922",7190,83035,7.52397260273973,23.6943764511435
"2923",7190,83036,13.656862745098,40.659582258447
"2924",7190,83037,5.046875,24.5485186999254
"2925",7190,85009,2.43037974683544,7.11166975459801
"2926",7190,85016,4.55113636363636,7.75524502334845
"2927",7190,88028,1.11111111111111,16.0509125333429
"2928",7190,88029,1,6.75335244087806
"2929",7190,89005,4.09230769230769,5.81801159748144
"2930",7190,89009,1.79012345679012,9.99662461195755
"2931",7190,89010,1.33333333333333,6.6275887838085
"2932",7190,90028,1.81578947368421,29.2858914012247
"2933",7190,92010,3.64705882352941,9.32361442839343
"2934",7190,92018,2,16.642995615083
"2935",7270,2024,1.82222222222222,29.3646272846645
"2936",7270,2027,1.53571428571429,1.3135339240972
"2937",7270,2028,3.43790849673203,13.086815890023
"2938",7270,2029,1.41176470588235,10.7409026199713
"2939",7270,4006,2.61538461538462,233.935880299102
"2940",7270,4010,1.71428571428571,144.295768565248
"2941",7270,4011,1.42857142857143,16.9842063236296
"2942",7270,6016,7.58181818181818,36.1266414942159
"2943",7270,6034,8.72697368421053,39.1388045150619
"2944",7270,7024,4.72384937238494,3.09616837753351
"2945",7270,7025,2.38222222222222,11.6410423934859
"2946",7270,7026,1.9375,6.59558779913199
"2947",7270,11006,2,212.61733482148
"2948",7270,11009,1.992,52.0132954367132
"2949",7270,11010,2,184.946512489828
"2950",7270,14005,4.22169811320755,17.8782110595467
"2951",7270,14009,3.59756097560976,54.8775987799078
"2952",7270,14015,5.3431151241535,37.3571697510081
"2953",7270,14032,9.74480968858131,11.828668407773
"2954",7270,14033,3.54838709677419,30.2458430821019
"2955",7270,17010,1,4.87794838875274
"2956",7270,17016,2.84193011647255,4.36265408027678
"2957",7270,17018,8.41666666666667,13.6095077075976
"2958",7270,18014,5.52777777777778,26.6138303040691
"2959",7270,18030,5.70087336244541,9.58373497808971
"2960",7270,21030,1.23809523809524,6.79884458701626
"2961",7270,25027,3.37142857142857,14.9227441642535
