"aou","shiftdist","velocity","bearing","r","lat_slope","lat_pval","lon_slope","lon_pval","distance_ratio","dratio_rand_mean","dratio_rand_sd","direction.lat","direction.lon","shiftdir","popchange"
4860,922.778963065999,19.633594958851,-51.3363151669522,1.6276400108305,0.0933777313724012,0.000814457231298861,-0.267776921546643,0.0132045669201188,0.348181986749715,NA,NA,"north","west","northwest","increasing"
4900,239.560655846157,5.0970352307693,-30.6884986230357,0.257681092409375,0.0357507048081569,0.000714319816923,-0.0225714392326789,0.0496794463833974,0.490718088050835,NA,NA,"north","west","northwest","increasing"
5120,514.973530856209,10.9568836352385,-49.7939056276988,-0.0557959651687568,0.0709126272052251,5.72192642928613e-06,-0.119930121102812,1.54102862241587e-05,0.735473006902402,NA,NA,"north","west","northwest","decreasing"
5300,203.711095048704,4.33427861805753,88.886003526895,0.222970694631928,-0.00411337854891014,0.631882287380684,0.0764593970904599,0.01860250419035,0.241889303989748,NA,NA,"","east","east","increasing"
5800,264.919668861865,5.63658869918862,-76.5863976798539,0.306768202203431,0.00840024646741354,0.292316970347876,-0.0479407179059412,0.165594301837862,0.240921765401696,NA,NA,"","","","increasing"
5930,40.7269870824267,0.866531640051633,-41.5187014363642,0.617468764815691,-0.00143280531596045,0.733654816399341,-0.0124081612806515,0.0505091730118699,0.130133466415681,NA,NA,"","","","increasing"
5940,291.651293895019,6.20534667861743,-43.3142153159987,-0.459504649310428,0.0495566245784669,0.000258652036710975,-0.0551793144462321,0.000119386681541509,0.598344704375025,NA,NA,"north","west","northwest","decreasing"
7030,96.4660412742669,2.05246896328227,-61.9050793649701,0.344763754436793,0.00741450743125044,0.0168464774918577,-0.028776594574321,0.0761222486764116,0.169107207511956,NA,NA,"north","","north","increasing"
7070,585.362476920641,12.4545207855456,-57.0935105330341,0.582287961894975,0.0415151464588676,0.00174529412902277,-0.0747965127597255,0.0249172017772288,0.41781479605771,NA,NA,"north","west","northwest","increasing"
7180,63.7028344117929,1.35537945557006,55.6038309939834,0.884404303875619,0.00682710946856966,0.356542705024454,-0.00467162321572038,0.655066238641852,0.125035835051805,NA,NA,"","","","increasing"
7270,53.0574376034855,1.12888165113799,-173.493864765203,1.03942407720716,-0.00438933858640097,0.306862695538436,0.000469966245418651,0.981510281594765,0.065641085069114,NA,NA,"","","","increasing"
7290,174.427905737321,3.71123203696428,64.1587016615367,0.59942163804835,0.012013392977777,0.00340348487072942,0.0265940567127456,0.00275028484565425,0.589770800932258,NA,NA,"north","east","northeast","increasing"
7300,481.355906283072,10.2416150272994,108.998378518941,1.02442173973618,-0.00740602616967392,0.676786754550129,0.107202689264022,9.56317830735e-05,0.428679511693114,NA,NA,"","east","east","increasing"
7310,83.589942878863,1.77850942295453,95.9724612962144,0.946980680940295,-0.0043559764574825,0.24924579841204,0.0140010761328717,0.0507428852589342,0.269985419972275,NA,NA,"","","","increasing"
7350,308.02482958926,6.5537197784949,-11.2028523162733,1.14738053281079,0.0472898477865955,0.00377771431278924,0.0167743509790317,0.758832558861176,0.210023844998256,NA,NA,"north","","north","increasing"
7360,81.2594473177955,1.72892441101692,71.6604363236186,0.82177627832603,-0.000804339763302063,0.864501595226052,0.000239287163145643,0.981213754778555,0.155058089347692,NA,NA,"","","","increasing"
7380,292.763171034121,6.22900363902385,28.0855130824767,0.838321333311785,0.0387179879586811,0.0137335900362658,0.037108557811021,0.0503430555830888,0.374161452590611,NA,NA,"north","","north","increasing"
7410,1102.34856980336,23.4542248894333,-25.4828167433677,0.97356615745487,0.169698721505698,0.00189207196958291,-0.16063414498261,0.00123410062390421,0.602241701748855,NA,NA,"north","west","northwest","increasing"
7430,179.853237885369,3.82666463585891,73.9788500312652,0.0941003131833309,-0.023927605910829,0.129147952078154,0.0985884166303043,0.00729295435795345,0.168377835742573,NA,NA,"","east","east","increasing"
7460,465.95856976477,9.91401212265469,-63.8162382098691,0.975043158430104,0.0103755644835112,0.458186421045017,-0.014888899526996,0.68811217252601,0.363875526554643,NA,NA,"","","","increasing"
